gcid,Category
orthodontist,Orthodontist
orthodox_church,Orthodox church
orthodox_synagogue,Orthodox synagogue
orthopedic_clinic,Orthopedic clinic
orthopedic_shoe_store,Orthopedic shoe store
orthopedic_surgeon,Orthopedic surgeon
orthoptist,Orthoptist
orthotics_and_prosthetics_service,Orthotics & prosthetics service
osteopath,Osteopath
otolaryngologist,Otolaryngologist
otolaryngology_clinic,Otolaryngology clinic
outboard_motor_store,Outboard motor store
outdoor_activity_organizer,Outdoor activity organiser
outdoor_bath,Outdoor bath
outdoor_clothing_and_equipment_shop,Outdoor clothing and equipment shop
outdoor_equestrian_facility,Outdoor equestrian facility
outdoor_furniture_store,Outdoor furniture store
outdoor_movie_theatre,Outdoor movie theater
outdoor_sports_store,Outdoor sports store
outdoor_swimming_pool,Outdoor swimming pool
outerwear_store,Outerwear store
outlet_mall,Outlet mall
outlet_store,Outlet store
oxygen_cocktail_spot,Oxygen cocktail spot
oxygen_equipment_supplier,Oxygen equipment supplier
oyster_bar_restaurant,Oyster bar restaurant
oyster_supplier,Oyster supplier
paan_shop,Paan shop
pachinko,Pachinko parlor
pacific_rim_restaurant,Pacific Rim restaurant
package_locker,Package locker
packaging_company,Packaging company
packaging_machinery,Packaging machinery
packaging_supply_store,Packaging supply store
padang_restaurant,Padang restaurant
padel_club,Padel club
padel_court,Padel court
pagoda,Pagoda
pain_control_clinic,Pain control clinic
pain_management_physician,Pain management physician
paint_manufacturer,Paint manufacturer
paint_store,Paint store
paint_stripping_company,Paint stripping service
paintball_center,Paintball center
paintball_store,Paintball store
painter,Painter
painting,Painting
painting_lessons,Painting lessons
painting_studio,Painting studio
paintings_store,Paintings store
paisa_restaurant,Paisa restaurant
pakistani_restaurant,Pakistani restaurant
palatine_restaurant,Palatine restaurant
pallet_supplier,Pallet supplier
pan_asian_restaurant,Pan-Asian restaurant
pan_latin_restaurant,Pan-Latin restaurant
pancake_house,Pancake restaurant
panipuri_shop,Panipuri shop
paper_bag_supplier,Paper bag supplier
paper_distributor,Paper distributor
paper_exporter,Paper exporter
paper_mill,Paper mill
paper_shredding_machine_supplier,Paper shredding machine supplier
paper_store,Paper store
paraguayan_restaurant,Paraguayan restaurant
paralegal_services_provider,Paralegal services provider
parapharmacy,Parapharmacy
parasailing_ride_service,Parasailing ride service
parish,Parish
park,Park
park_and_ride,Park & ride
parking_garage,Parking garage
parking_lot,Parking lot
parking_lot_for_bicycles,Parking lot for bicycles
parking_lot_for_motorcycle,Parking lot for motorcycles
parkour_spot,Parkour spot
parochial_school,Parochial school
parsi_restaurant,Parsi restaurant
parsi_temple,Parsi temple
part_time_daycare,Part time daycare
party_equipment_rental_service,Party equipment rental service
party_planner,Party planner
party_store,Party store
passport_agent,Passport agent
passport_office,Passport office
passport_photo_processor,Passport photo processor
pasta_shop,Pasta shop
pastry_shop,Pastry shop
patent_attorney,Patent attorney
patent_office,Patent office
paternity_testing_service,Paternity testing service
pathologist,Pathologist
patients_support_association,Patients support association
patio_enclosure_supplier,Patio enclosure supplier
patisserie,Patisserie
paving_contractor,Paving contractor
paving_materials_supplier,Paving materials supplier
pawn_shop,Pawn shop
pay_by_weight_restaurant,Pay by weight restaurant
payroll_service,Payroll service
pecel_lele_restaurant,Pecel lele restaurant
pedestrian_zone,Pedestrian zone
pediatric_cardiologist,Pediatric cardiologist
pediatric_clinic,Pediatric clinic
pediatric_dentist,Pediatric dentist
pediatric_dermatologist,Pediatric dermatologist
pediatric_endocrinologist,Pediatric endocrinologist
pediatric_gastroenterologist,Pediatric gastroenterologist
pediatric_hematologist,Pediatric hematologist
pediatric_nephrologist,Pediatric nephrologist
pediatric_neurologist,Pediatric neurologist
pediatric_oncologist,Pediatric oncologist
pediatric_ophthalmologist,Pediatric ophthalmologist
pediatric_orthopedic_surgeon,Pediatric orthopedic surgeon
pediatric_pulmonologist,Pediatric pulmonologist
pediatric_rheumatologist,Pediatric rheumatologist
pediatric_surgeon,Pediatric surgeon
pediatric_urologist,Pediatric urologist
pediatrician,Pediatrician
pedorthist,Pedorthist
pempek_restaurant,Pempek restaurant
pen_store,Pen store
pennsylvania_dutch_restaurant,Pennsylvania Dutch restaurant
pension_office,Pension office
pentecostal_church,Pentecostal church
performing_arts_group,Performing arts group
performing_arts_theater,Performing arts theater
perfume_store,Perfume store
perinatal_center,Perinatal center
periodontist,Periodontist
permanent_make_up_clinic,Permanent make-up clinic
persian_restaurant,Persian restaurant
personal_injury_lawyer,Personal injury attorney
personal_trainer,Personal trainer
personal_watercraft_dealer,Personal watercraft dealer
peruvian_restaurant,Peruvian restaurant
pest_control_service,Pest control service
pet_adoption_service,Pet adoption service
pet_boarding_service,Pet boarding service
pet_cemetery,Pet cemetery
pet_funeral_services,Pet funeral service
pet_groomer,Pet groomer
pet_moving_service,Pet moving service
pet_sitter,Pet sitter
pet_store,Pet store
pet_supply_store,Pet supply store
pet_trainer,Pet trainer
petrochemical_engineer,Petrochemical engineer
petroleum_products_company,Petroleum products company
peugeot_dealer,Peugeot dealer
pharmaceutical_company,Pharmaceutical company
pharmaceutical_lab,Pharmaceutical lab
pharmaceutical_products_wholesaler,Pharmaceutical products wholesaler
pharmacy,Pharmacy
philharmonic_hall,Philharmonic hall
pho_restaurant,Pho restaurant
phone_repair_service,Phone repair service
photo_agency,Photo agency
photo_booth,Photo booth
photo_lab,Photo lab
photo_restoration_service,Photo restoration service
photo_shop,Photo shop
photocopiers_supplier,Photocopiers supplier
photographer,Photographer
photography_class,Photography class
photography_school,Photography school
photography_service,Photography service
photography_studio,Photography studio
physiatrist,Physiatrist
physical_examination_center,Physical examination center
physical_fitness_program,Physical fitness program
physician_assistant,Physician assistant
physician_referral_service,Physician referral service
physiotherapist,Physical therapist
physiotherapy_center,Physical therapy clinic
physiotherapy_equip_supplier,Physiotherapy equipment supplier
piadina_restaurant,Piadina restaurant
piano_bar,Piano bar
piano_instructor,Piano instructor
piano_maker,Piano maker
piano_moving_service,Piano moving service
piano_repair_service,Piano repair service
piano_store,Piano store
piano_tuning_service,Piano tuning service
pick_your_own_farm_produce,Pick your own farm produce
pickleball_court,Pickleball court
picnic_ground,Picnic ground
picture_frame_shop,Picture frame shop
pie_shop,Pie shop
piedmontese_restaurant,Piedmontese restaurant
pig_farm,Pig farm
pilaf_restaurant,Pilaf restaurant
pilates_studio,Pilates studio
pile_driver,Pile driving service
pilgrimages_place,Pilgrimage place
pinatas_supplier,Piñatas supplier
pinball_machine_supplier,Pinball machine supplier
pine_furniture_shop,Pine furniture shop
pipe_supplier,Pipe supplier
pizza_delivery_service,Pizza delivery
pizza_restaurant,Pizza restaurant
pizzatakeaway,Pizza takeaway
place_of_worship,Place of worship
planetarium,Planetarium
plant_and_machinery_hire,Plant and machinery hire
plant_nursery,Plant nursery
plast_window_store,Plast window store
plaster_contractor,Plasterer
plastic_bag_supplier,Plastic bag supplier
plastic_bags_wholesaler,Plastic bags wholesaler
plastic_fabrication_company,Plastic fabrication company
plastic_injection_molding_service,Plastic injection molding service
plastic_products_supplier,Plastic products supplier
plastic_resin_manufacturer,Plastic resin manufacturer
plastic_surgeon,Plastic surgeon
plastic_surgery_clinic,Plastic surgery clinic
plastic_wholesaler,Plastic wholesaler
plating_service,Plating service
play_school,Play school
playground,Playground
playground_equipment_supplier,Playground equipment supplier
playgroup,Playgroup
plumber,Plumber
plumbing_supply_store,Plumbing supply store
plus_size_clothing_store,Plus size clothing store
plywood_supplier,Plywood supplier
pneumatic_tools_supplier,Pneumatic tools supplier
po_boys_restaurant,Po’ boys restaurant
podiatrist,Podiatrist
poke_bar,Poke bar
police_academy,Police academy
police_supply_store,Police supply store
polish_restaurant,Polish restaurant
political_party,Political party office
polo_club,Polo club
polygraph_service,Polygraph service
polymer_supplier,Polymer supplier
polynesian_restaurant,Polynesian restaurant
polytechnic_school,Polytechnic college
polythene_and_plastic_sheeting_supplier,Polythene and plastic sheeting supplier
pond_contractor,Pond contractor
pond_fish_supplier,Pond fish supplier
pond_supply_store,Pond supply store
pontiac_dealer,Pontiac dealer
pony_club,Pony club
pony_ride_service,Pony ride service
pool_academy,Cue sports school
pool_billard_club,Pool billard club
pool_cleaning_service,Pool cleaning service
pool_hall,Pool hall
popcorn_store,Popcorn store
pork_cutlet_rice_bowl_restaurant,Katsudon restaurant
porridge_restaurant,Porridge restaurant
porsche_dealer,Porsche dealer
port_authority,Port authority
port_operating_company,Port operating company
portable_building_manufacturer,Portable building manufacturer
portable_toilet_supplier,Portable toilet supplier
portrait_studio,Portrait studio
portuguese_restaurant,Portuguese restaurant
post_office,Post office
poster_store,Poster store
pottery_classes,Pottery classes
pottery_manufacturer,Pottery manufacturer
pottery_store,Pottery store
poultry_farm,Poultry farm
poultry_store,Poultry store
powder_coating_service,Powder coating service
power_plant,Power station
power_plant_consultant,Power plant consultant
power_plant_equipment_supplier,Power plant equipment supplier
powersports_vehicle_dealer,Powersports vehicle dealer
pozole_restaurant,Pozole restaurant
prawn_fishing,Prawn fishing
pre_gymnasium_school,Pre gymnasium school
precision_engineer,Precision engineer
prefabricated_house_companies,Prefabricated house companies
prefecture,Prefecture
prefecture_government_office,Japanese prefecture government office
pregnancy_care_center,Pregnancy care center
preparatory_school,Preparatory school
presbyterian_church,Presbyterian church
preschool,Preschool
press_advisory,Press advisory
pressure_washing_service,Pressure washing service
pretzel_store,Pretzel store
priest,Priest
primary_school,Primary school
print_shop,Print shop
printed_music_publisher,Printed music publisher
printer_ink_refill_store,Printer ink refill store
printer_repair_service,Printer repair service
printing_equipment_and_supplies,Printing equipment and supplies
printing_equipment_supplier,Printing equipment supplier
prison,Prison
private_college,Private college
private_equity_firm,Private equity firm
private_golf_course,Private golf course
private_hospital,Private hospital
private_investigator,Private investigator
private_school,Private educational institution
private_sector_bank,Private sector bank
private_tutor,Private tutor
private_university,Private university
probation_office,Probation office
process_server,Process server
proctologist,Proctologist
produce_market,Produce market
produce_wholesaler,Produce wholesaler
producteur_de_foie_gras,Foie gras producer
professional_and_hobby_associations,Professional and hobby associations
professional_organizer,Professional organizer
promenade,Promenade
promotional_products_supplier,Promotional products supplier
propane_supplier,Propane supplier
propeller_shop,Propeller shop
property_administrator,Property administrator
property_investment,Property investment
property_maintenance,Property maintenance
property_management_company,Property management company
property_registry,Land registry office
prosthetics,Prosthetics
prosthodontist,Prosthodontist
protective_clothing_supplier,Protective clothing supplier
protestant_church,Protestant church
provence_restaurant,Provence restaurant
provincial_council,Provincial council
psychiatric_hospital,Psychiatric hospital
psychiatrist,Psychiatrist
psychic,Psychic
psychoanalyst,Psychoanalyst
psychologist,Psychologist
psychomotor_therapist,Psychomotor therapist
psychoneurological_specialized_clinic,Psychoneurological specialized clinic
psychopedagogy_clinic,Psychopedagogy clinic
psychosomatic_medical_practitioner,Psychosomatic medical practitioner
psychotherapist,Psychotherapist
pub,Pub
public_bath,Public bath
public_bathroom,Public bathroom
public_defenders_office,Public defender's office
public_female_bathroom,Public female bathroom
public_golf_course,Public golf course
public_health_department,Public health department
public_housing,Public housing
public_library,Public library
public_male_bathroom,Public male bathroom
public_medical_center,Public medical center
public_parking_space,Public parking space
public_prosecutors_office,Public prosecutors office
public_relations_firm,Public relations firm
public_safety_office,Public safety office
public_sauna,Public sauna
public_school,Public educational institution
public_sector_bank,Public sector bank
public_swimming_pool,Public swimming pool
public_university,Public university
public_webcam,Public webcam
public_wheelchair_accessible_bathroom,Public wheelchair-accessible bathroom
public_works_department,Public works department
publisher,Publisher
pueblan_restaurant,Pueblan restaurant
puerto_rican_restaurant,Puerto Rican restaurant
pulmonologist,Pulmonologist
pump_supplier,Pump supplier
pumping_equipment_and_service,Pumping equipment and service
pumpkin_patch,Pumpkin patch
punjabi_restaurant,Punjabi restaurant
puppet_theater,Puppet theater
pvc_industry,PVC industry
pvc_windows_supplier,PVC windows supplier
pyrotechnician,Pyrotechnician
qing_fang_market_place,Qing fang market place
quaker_church,Quaker church
quantity_surveyor,Quantity surveyor
quarry,Quarry
quebecois_restaurant,Québécois restaurant
quilt_shop,Quilt shop
race_car_dealer,Race car dealer
race_course,Racecourse
racing_car_parts_store,Racing car parts store
raclette_restaurant,Raclette restaurant
racquetball_club,Racquetball club
radiator_repair_service,Radiator repair service
radiator_shop,Radiator shop
radio_broadcaster,Radio broadcaster
radiologist,Radiologist
radiotherapist,Radiotherapist
raft_trip_outfitter,Raft trip outfitter
rafting,Rafting
rail_museum,Rail museum
railing_contractor,Railing contractor
railroad_company,Railroad company
railroad_contractor,Railroad contractor
railroad_equipment_supplier,Railroad equipment supplier
railroad_ties_supplier,Railroad ties supplier
railway_services,Railway services
rainwater_tank_supplier,Rainwater tank supplier
rajasthani_restaurant,Rajasthani restaurant
ram_dealer,Ram dealer
ramen_restaurant,Ramen restaurant
ranch,Ranch
rare_book_store,Rare book store
raw_food_restaurant,Raw food restaurant
ready_mix_concrete_supplier,Ready mix concrete supplier
real_estate_agency,Real estate agency
real_estate_agents,Real estate agent
real_estate_appraiser,Real estate appraiser
real_estate_attorney,Real estate attorney
real_estate_auctioneer,Real estate auctioneer
real_estate_consultant,Real estate consultant
real_estate_developer,Real estate developer
real_estate_fair,Real estate fair
real_estate_rental_agency,Real estate rental agency
real_estate_school,Real estate school
real_estate_surveyor,Real estate surveyor
realschule,Realschule (middle-tier secondary school)
reclamation_centre,Reclamation centre
record_company,Record company
record_storage_facility,Records storage facility
record_store,Record store
recording_studio,Recording studio
recreation_center,Recreation center
recruiter,Recruiter
rectory,Rectory
recycling_center,Recycling center
recycling_drop_off_location,Recycling drop-off location
reenactment_site,Reenactment site
reflexologist,Reflexologist
reform_synagogue,Reform synagogue
reformed_church,Reformed church
refrigerated_transport_service,Refrigerated transport service
refrigerator_repair_service,Refrigerator repair service
refrigerator_store,Refrigerator store
refugee_camp,Refugee camp
regional_airport,Regional airport
regional_council,Regional council
regional_government_office,Regional government office
registered_general_nurse,Registered general nurse
registration_office,Registration office
registry_office,Registry office
rehabilitation_center,Rehabilitation center
reiki_therapist,Reiki therapist
religious_book_store,Religious book store
religious_destination,Religious destination
religious_goods_store,Religious goods store
religious_institution,Religious institution
religious_organization,Religious organization
religious_school,Religious school
remodeler,Remodeler
renault_dealer,Renault dealer
renters_insurance_agency,Renter's insurance agency
repair_service,Repair service
reproductive_health_clinic,Reproductive health clinic
reptile_store,Reptile store
research_and_product_development,Research and product development
research_engineer,Research engineer
research_foundation,Research foundation
research_institute,Research institute
resident_registration_office,Resident registration office
residential_college,Residential college
residents_association,Residents association
resort_hotel,Resort hotel
rest_stop,Rest stop
restaurant,Restaurant
restaurant_brasserie,Brasserie
restaurant_supply_store,Restaurant supply store
resume_service,Resume service
retail_space_rental_agency,Retail space rental agency
retaining_wall_supplier,Retaining wall supplier
retirement_community,Retirement community
retirement_home,Retirement home
retreat_center,Retreat center
rheumatologist,Rheumatologist
rice_cake_shop,Rice cake shop
rice_cracker_shop,Rice cracker shop
rice_mill,Rice mill
rice_restaurant,Rice restaurant
rice_shop,Rice shop
rice_wholesaler,Rice wholesaler
river_port,River port
road_construction_company,Road construction company
road_construction_machine_repair_service,Road construction machine repair service
road_cycling,Road cycling
road_safety_town,Road safety town
roads_ports_and_canals_engineers_association,Roads ports and canals engineers association
rock_climbing,Rock climbing
rock_climbing_centre,Rock climbing gym
rock_climbing_instructor,Rock climbing instructor
rock_music_club,Rock music club
rock_shop,Rock shop
rodeo,Rodeo
rolled_metal_products_supplier,Rolled metal products supplier
roller_coaster,Roller coaster
roller_skating_club,Roller skating club
roller_skating_rink,Roller skating rink
rolls_royce_dealer,Rolls-Royce dealer
roman_restaurant,Roman restaurant
romanian_restaurant,Romanian restaurant
roofing_contractor,Roofing contractor
roofing_supply_store,Roofing supply store
roommate_referral_service,Roommate referral service
rowing_area,Rowing area
rowing_club,Rowing club
rsl_club,Rsl club
rubber_products_supplier,Rubber products supplier
rubber_stamp_store,Rubber stamp store
rug_store,Rug store
rugby,Rugby
rugby_club,Rugby club
rugby_field,Rugby field
rugby_league_club,Rugby league club
rugby_store,Rugby store
running_store,Running store
russian_grocery_store,Russian grocery store
russian_orthodox_church,Russian Orthodox church
russian_restaurant,Russian restaurant
rustic_furniture_store,Rustic furniture store
rv_dealer,RV dealer
rv_park,RV park
rv_rental_agency,Recreational vehicle rental agency
rv_repair_shop,RV repair shop
rv_storage_facility,RV storage facility
rv_supply_store,RV supply store
saab_dealer,Saab dealer
sacem,Sacem
saddlery,Saddlery
safe_and_vault_shop,Safe & vault shop
safety_equipment_supplier,Safety equipment supplier
sailing_club,Sailing club
sailing_event_area,Sailing event area
sailing_school,Sailing school
sailmaker,Sailmaker
sake_brewery,Sake brewery
salad_shop,Salad shop
salsa_bar,Salsa bar
salsa_classes,Salsa classes
salvadoran_restaurant,Salvadoran restaurant
salvage_dealer,Salvage dealer
salvage_yard,Salvage yard
samba_school,Samba school
sambo_school,Sambo school
sambodrome,Sambodrome
sand_and_gravel_supplier,Sand & gravel supplier
sand_plant,Sand plant
sandblasting_service,Sandblasting service
sandwich_shop,Sandwich shop
sanitary_inspection,Sanitary inspection
sanitation_service,Sanitation service
sardinian_restaurant,Sardinian restaurant
saree_shop,Saree Shop
satay_restaurant,Satay restaurant
satellite_communication_service,Satellite communication service
saturn_dealer,Saturn dealer
sauna,Sauna
sauna_club,Sauna club
sauna_store,Sauna store
savings_bank,Savings bank
saw_mill,Saw mill
saw_sharpening_service,Saw sharpening service
scaffolder,Scaffolder
scaffolding_rental_service,Scaffolding rental service
scale_model_club,Scale model club
scale_model_shop,Model shop
scale_repair_service,Scale repair service
scale_supplier,Scale supplier
scandinavian_restaurant,Scandinavian restaurant
scenic_spot,Scenic spot
scenography_company,Scenography company
school,School
school_administrator,School administrator
school_bus_service,School bus service
school_center,School center
school_district_office,School district office
school_for_the_deaf,School for the deaf
school_house,School house
school_lunch_center,School lunch center
school_supply_store,School supply store
science_academy,Science academy
science_museum,Science museum
scientific_equipment_supplier,Scientific equipment supplier
scooter_rental_service,Scooter rental service
scooter_repair_shop,Scooter repair shop
scottish_restaurant,Scottish restaurant
scout_hall,Scout hall
scout_home,Scout home
scouting,Scouting
scrap_metal_dealer,Scrap metal dealer
scrapbooking_store,Scrapbooking store
screen_printer,Screen printer
screen_printing_shop,Screen printing shop
screen_printing_supply_store,Screen printing supply store
screen_repair_service,Screen repair service
screen_store,Screen store
screw_supplier,Screw supplier
scuba_instructor,SCUBA instructor
scuba_tour_agency,SCUBA tour agency
sculptor,Sculptor
sculpture,Sculpture
sculpture_museum,Sculpture museum
seafood_donburi,Seafood donburi restaurant
seafood_farm,Seafood farm
seafood_market,Seafood market
seafood_restaurant,Seafood restaurant
seafood_wholesaler,Seafood wholesaler
seal_shop,Seal shop
seaplane_base,Seaplane base
seasonal_goods_store,Seasonal goods store
seat_dealer,Seat dealer
seblak_restaurant,Seblak restaurant
second_hand_shop,Second hand store
secondary_school,Secondary school
secondary_school_three,Secondary school (Germany)
security_guard_service,Security guard service
security_service,Security service
security_system_installer,Security system installer
security_system_supplier,Security system supplier
seed_supplier,Seed supplier
seitai,Seitai
self_defense_school,Self defense school
self_service_car_wash,Self service car wash
self_service_health_station,Self service health station
self_service_restaurant,Self service restaurant
self_storage_facility,Self-storage facility
semi_conductor_supplier,Semi conductor supplier
seminary,Seminary
senior_citizen_center,Senior citizen center
senior_citizens_care_service,Aged care
senior_high_school,Senior high school
septic_system_service,Septic system service
serbian_restaurant,Serbian restaurant
serviced_accommodation,Serviced accommodation
serviced_apartment,Serviced apartment
seventh_day_adventist_church,Seventh-day Adventist church
sewage_disposal_service,Sewage disposal service
sewage_treatment_plant,Sewage treatment plant
sewing_company,Sewing company
sewing_machine_repair_service,Sewing machine repair service
sewing_machine_store,Sewing machine store
sewing_shop,Sewing shop
sexologist,Sexologist
seychelles_restaurant,Seychelles restaurant
sfiha_restaurant,Sfiha restaurant
shabu_shabu_and_sukiyaki_restaurant,Sukiyaki and Shabu Shabu restaurant
shabu_shabu_restaurant,Shabu-shabu restaurant
shan_dong_restaurant,Shandong restaurant
shanghainese_restaurant,Shanghainese restaurant
shared_use_commercial_kitchen,Shared-use commercial kitchen
sharpening_service,Sharpening service
shawarma_restaurant,Shawarma restaurant
shed_builder,Shed builder
sheep_shearer,Sheep shearer
sheepskin_and_wool_products_supplier,Sheepskin and wool products supplier
sheepskin_coat_store,Sheepskin coat store
sheet_metal_contractor,Sheet metal contractor
sheet_music_store,Sheet music store
shelter,Shelter
sheltered_housing,Sheltered housing
shelving_store,Shelving store
sheriffs_department,Sheriff's department
shinkin_bank,Shinkin bank
shinto_shrine,Shinto shrine
ship_building,Ship building
shipbuilding_and_repair_company,Shipbuilding and repair company
shipping_and_mailing_service,Shipping and mailing service
shipping_company,Shipping company
shipping_equipment_industry,Shipping equipment industry
shipping_service,Shipping service
shipyard,Shipyard
shochu_brewery,Shochu brewery
shoe_factory,Shoe factory
shoe_repair_shop,Shoe repair shop
shoe_shining_service,Shoe shining service
shoe_store,Shoe store
shoe_wholesaler,Footwear wholesaler
shogi_lesson,Shogi lesson
shooting_event_area,Shooting event area
shooting_range,Shooting range
shop_supermarket_furniture_store,Shop supermarket furniture store
shopfitter,Shopfitter
shopping_center,Shopping mall
short_term_apartment_rental_agency,Short term apartment rental agency
shower_door_shop,Shower door shop
shredding_service,Shredding service
shrimp_farm,Shrimp farm
shrine,Shrine
sichuan_restaurant,Sichuan restaurant
sicilian_restaurant,Sicilian restaurant
siding_contractor,Siding contractor
sightseeing_tour_agency,Sightseeing tour agency
sign_shop,Sign shop
sikh_temple,Gurudwara
silk_plant_shop,Silk plant shop
silk_store,Silk store
silversmith,Silversmith
singaporean_restaurant,Singaporean restaurant
singing_telegram_service,Singing telegram service
single_sex_secondary_school,Single sex secondary school
singles_organization,Singles organization
sixth_form_college,Sixth form college
skate_sharpening_service,Skate sharpening service
skate_shop,Skate shop
skateboard_park,Skateboard park
skateboard_shop,Skateboard shop
skating_instructor,Skating instructor
skeet_shooting_range,Skeet shooting range
skewer_deep_frying,Kushiage and kushikatsu restaurant
ski_club,Ski club
ski_rental_service,Ski rental service
ski_repair_service,Ski repair service
ski_resort,Ski resort
ski_school,Ski school
ski_store,Ski shop
skin_care_clinic,Skin care clinic
skin_care_products_vending_machine,Skin care products vending machine
skittle_club,Skittle club
skoda_dealer,Skoda dealer
skydiving_center,Skydiving center
skylight_contractor,Skylight contractor
slaughterhouse,Slaughterhouse
sleep_clinic,Sleep clinic
small_appliance_repair_service,Small appliance repair service
small_claims_assistance_service,Small claims assistance service
small_engine_repair_service,Small engine repair service
small_plates_restaurant,Small plates restaurant
smart_car_dealer,Smart Car dealer
smart_dealer,Smart dealer
smart_shop,Smart shop
smog_inspection_station,Smog inspection station
snack_bar,Snack bar
snow_removal_service,Snow removal service
snowboard_rental_service,Snowboard rental service
snowboard_shop,Snowboard shop
snowmobile_dealer,Snowmobile dealer
snowmobile_rental_service,Snowmobile rental service
soapland,Soapland
soba_noodle_shop,Soba noodle shop
soccer_club,Soccer club
soccer_field,Soccer field
soccer_practice,Soccer practice
soccer_store,Soccer store
social_club,Social club
social_security_attorney,Social security attorney
social_security_financial_department,Social security financial department
social_security_office,Social security office
social_services_organization,Social services organization
social_welfare_center,Social welfare center
social_worker,Social worker
societe_de_flocage,Societe de Flocage
sod_supplier,Sod supplier
sofa_store,Sofa store
soft_drinks_shop,Soft drinks shop
soft_shelled_turtle_dish_restaurant,Suppon restaurant
softball_club,Softball club
softball_field,Softball field
software_company,Software company
software_training_institute,Software training institute
soil_testing_service,Soil testing service
sokol_house,Sokol house
solar_energy_company,Solar energy company
solar_energy_contractor,Solar energy contractor
solar_energy_equipment_supplier,Solar energy equipment supplier
solar_hot_water_system_supplier,Solar hot water system supplier
solar_photovoltaic_power_plant,Solar photovoltaic power plant
solid_fuel_company,Solid fuel company
solid_waste_engineer,Solid waste engineer
soondae_restaurant,Soondae restaurant
soto_ayam_restaurant,Soto ayam restaurant
soto_restaurant,Soto restaurant
soul_food_restaurant,Soul food restaurant
soup_kitchen,Soup kitchen
soup_restaurant,Soup restaurant
soup_shop,Soup shop
south_african_restaurant,South African restaurant
south_american_restaurant,South American restaurant
south_asia_restaurant,South Asian restaurant
south_east_asian_restaurant,Southeast Asian restaurant
south_indian_restaurant,South Indian restaurant
south_sulawesi_restaurant,South Sulawesi restaurant
southern_italian_restaurant,Southern Italian restaurant
southern_us_restaurant,Southern restaurant (US)
southwest_french_restaurant,Southwest France restaurant
southwestern_us_restaurant,Southwestern restaurant (US)
souvenir_manufacturer,Souvenir manufacturer
souvenir_store,Souvenir store
soy_sauce_maker,Soy sauce maker
spa,Spa
spa_and_health_club,Spa and health club
spa_garden,Spa garden
spa_town,Spa town
space_of_remembrance,Space of remembrance
spanish_restaurant,Spanish restaurant
special_education_school,Special education school
specialized_clinic,Specialized clinic
specialized_hospital,Specialized hospital
speech_pathologist,Speech pathologist
sperm_bank,Sperm bank
spice_store,Spice store
spices_exporter,Spices exporter
spices_wholesalers,Spices wholesalers
spiritist_center,Spiritist center
sport_tour_agency,Sport tour agency
sporting_goods_store,Sporting goods store
sports_accessories_wholesaler,Sports accessories wholesaler
sports_bar,Sports bar
sports_card_store,Sports card store
sports_club,Sports club
sports_complex,Sports complex
sports_equipment_rental_service,Sports equipment rental service
sports_massage_therapist,Sports massage therapist
sports_medicine_clinic,Sports medicine clinic
sports_medicine_physician,Sports medicine physician
sports_memorabilia_store,Sports memorabilia store
sports_nutrition_store,Sports nutrition store
sports_school,Sports school
sportswear_store,Sportswear store
sportwear_manufacturer,Sportwear manufacturer
spring_supplier,Spring supplier
squash_club,Squash club
squash_court,Squash court
sri_lankan_restaurant,Sri Lankan restaurant
stable,Stable
stadium,Stadium
stage,Stage
stage_lighting_equipment_supplier,Stage lighting equipment supplier
stained_glass_studio,Stained glass studio
stainless_steel_plant,Stainless steel plant
stair_contractor,Stair contractor
stall_installation_service,Stall installation service
stamp_collectors_club,Stamp collectors club
stamp_shop,Stamp shop
stand_bar,Stand bar
staple_food_package,Staple food package
state_archive,State archive
state_department_agricultural_development,State department of agricultural development
state_department_agriculture_food_supply,State Department Agriculture Food Supply
state_department_communication,State Department Communication
state_department_finance,State Department Finance
state_department_for_social_development,State Department for Social Development
state_department_housing_and_urban_development,State Department Housing and Urban Development
state_department_of_environment,State Department of Environment
state_department_of_tourism,State Department of Tourism
state_department_of_transportation,State Department of Transportation
state_department_science_technology,State Department Science Technology
state_department_social_defense,State department of social defense
state_dept_of_culture,State Dept of Culture
state_dept_of_sports,State Dept of Sports
state_employment_department,State employment department
state_government_office,State government office
state_liquor_store,State liquor store
state_office_of_education,State office of education
state_owned_farm,State owned farm
state_park,State park
state_police,State police
stationery_manufacturer,Stationery manufacturer
stationery_store,Stationery store
stationery_wholesaler,Stationery wholesaler
statuary,Statuary
std_clinic,STD clinic
std_testing_service,STD testing service
steak_house,Steak house
steamboat_restaurant,Steamboat restaurant
steamed_bun_shop,Steamed bun shop
steel_construction_company,Steel construction company
steel_distributor,Steel distributor
steel_drum_supplier,Steel drum supplier
steel_erector,Steel erector
steel_fabricator,Steel fabricator
steel_framework_contractor,Steel framework contractor
steelwork_design_company,Steelwork design company
steelwork_manufacturer,Steelwork manufacturer
stereo_rental_store,Stereo rental store
stereo_repair_service,Stereo repair service
stereo_store,Home audio store
sticker_manufacturer,Sticker manufacturer
stitching_class,Stitching class
stock_broker,Stock broker
stock_exchange_building,Stock exchange building
stone_carving,Stone carving
stone_cutter,Stone cutter
stone_supplier,Stone supplier
storage_facility,Storage facility
store,Store
store_equipment_supplier,Store equipment supplier
stove_builder,Stove builder
stringed_intrument_maker,Stringed instrument maker
structural_engineer,Structural engineer
stucco_contractor,Stucco contractor
